Year,Player Name,Team Name,Matches,Runs,Innings,Strike Rate,Batting Average,Highest Score,Average,Centuries,Half Centuries,Ducks
2010,JA Morkel,Chennai Super Kings,14,11,3,198,62,24.75,151.14,-,1,1
2010,M Morkel,Rajasthan Royals,2,2,1,9,7*,9,56.25,-,-,-
2010,M Muralidaran,Chennai Super Kings,12,1,-,1,1,1,50,-,-,-
2010,AG Murtaza,Mumbai Indians,3,-,-,-,-,-,-,-,-,-
2010,Y Nagar,Delhi Daredevils,1,1,-,1,1,1,16.66,-,-,-
2010,DP Nannes,Delhi Daredevils,9,2,1,4,3,4,30.76,-,-,-
2010,S Narwal,Rajasthan Royals,5,3,1,14,12,7,116.66,-,-,1
2010,AM Nayar,Mumbai Indians,3,3,1,58,27,29,113.72,-,-,-
2010,A Nehra,Delhi Daredevils,4,2,1,23,22*,23,115,-,-,-
2010,NV Ojha,Rajasthan Royals,14,14,2,377,94*,31.41,132.28,-,2,1
2010,PP Ojha,Deccan Chargers,16,6,3,3,2,1,37.5,-,-,1
2010,MK Pandey,Royal Challengers Bangalore,13,13,1,249,42*,20.75,110.17,-,-,2
2010,Pankaj Singh,Royal Challengers Bangalore,2,1,-,1,1,1,50,-,-,-
2010,MB Parmar,Kolkata Knight Riders,1,-,-,-,-,-,-,-,-,-
2010,MM Patel,Rajasthan Royals,4,2,1,4,4*,4,80,-,-,1
2010,PA Patel,Chennai Super Kings,4,4,-,72,57,18,91.13,-,1,-
2010,IK Pathan,Kings XI Punjab,14,13,5,276,60,34.5,148.38,-,1,-
2010,YK Pathan,Rajasthan Royals,14,14,2,333,100,27.75,165.67,1,1,1
2010,AG Paunikar,Rajasthan Royals,1,1,-,-,-,-,-,-,-,1
2010,NLTC Perera,Chennai Super Kings,1,-,-,-,-,-,-,-,-,-
2010,KP Pietersen,Royal Challengers Bangalore,7,7,3,236,66*,59,150.31,-,2,-
2010,KA Pollard,Mumbai Indians,14,14,2,273,45*,22.75,185.71,-,-,-
2010,RR Powar,Kings XI Punjab,7,2,1,5,3,5,62.5,-,-,-
2010,CA Pujara,Kolkata Knight Riders,10,6,2,122,45*,30.5,106.08,-,-,-
2010,SK Raina,Chennai Super Kings,16,16,5,520,83*,47.27,142.85,-,4,-
2010,AS Raut,Rajasthan Royals,6,5,3,56,32*,28,116.66,-,-,1
2010,AT Rayudu,Mumbai Indians,14,14,1,356,55*,27.38,144.71,-,2,1
2010,KAJ Roach,Deccan Chargers,2,1,-,10,10,10,111.11,-,-,-
2010,WP Saha,Kolkata Knight Riders,13,7,4,67,22,22.33,126.41,-,-,-
2010,KC Sangakkara,Kings XI Punjab,13,12,-,357,56,29.75,138.91,-,2,1
2010,PJ Sangwan,Delhi Daredevils,8,2,1,10,6*,10,71.42,-,-,-
2010,R Sathish,Mumbai Indians,12,11,4,112,24,16,116.66,-,-,-
2010,V Sehwag,Delhi Daredevils,14,14,-,356,75,25.42,163.3,-,3,1
2010,OA Shah,Kolkata Knight Riders,5,5,3,115,58*,57.5,121.05,-,1,-
2010,I Sharma,Kolkata Knight Riders,7,2,1,6,6*,6,35.29,-,-,1
2010,R Sharma,Deccan Chargers,6,4,1,29,14*,9.66,111.53,-,-,1
2010,RG Sharma,Deccan Chargers,16,16,2,404,73,28.85,133.77,-,3,1
2010,LR Shukla,Kolkata Knight Riders,4,2,-,36,19,18,138.46,-,-,-
2010,RP Singh,Deccan Chargers,12,5,3,9,4*,4.5,47.36,-,-,-
2010,VRV Singh,Kings XI Punjab,1,-,-,-,-,-,-,-,-,-
2010,DR Smith,Deccan Chargers,3,3,1,22,13*,11,88,-,-,-
2010,GC Smith,Rajasthan Royals,2,2,-,44,26,22,112.82,-,-,-
2010,RS Sodhi,Kings XI Punjab,3,1,1,4,4*,-,200,-,-,-
2010,S Sohal,Kings XI Punjab,1,-,-,-,-,-,-,-,-,-
2010,S Sreesanth,Kings XI Punjab,6,3,3,27,15*,-,128.57,-,-,-
2010,S Sriram,Royal Challengers Bangalore,1,1,-,27,27,27,93.1,-,-,-
2010,SJ Srivastava,Kings XI Punjab,8,2,1,1,1*,1,50,-,-,1
2010,DW Steyn,Royal Challengers Bangalore,15,4,-,13,8,3.25,76.47,-,-,2
2010,TL Suman,Deccan Chargers,14,14,5,307,78*,34.11,119.45,-,2,1
2010,B Sumanth,Deccan Chargers,5,4,3,35,16,35,94.59,-,-,-
2010,A Symonds,Deccan Chargers,16,16,2,429,54,30.64,125.8,-,4,-
2010,SW Tait,Rajasthan Royals,8,2,1,12,11,12,92.3,-,-,-
2010,AP Tare,Mumbai Indians,7,4,-,50,23,12.5,138.88,-,-,-
2010,LRPL Taylor,Royal Challengers Bangalore,7,7,3,88,31*,22,117.33,-,-,-
2010,SR Tendulkar,Mumbai Indians,15,15,2,618,89*,47.53,132.61,-,5,-
2010,J Theron,Kings XI Punjab,7,2,-,2,2,1,40,-,-,1
2010,T Thushara,Chennai Super Kings,4,2,1,10,8,10,90.9,-,-,-
2010,MK Tiwary,Kolkata Knight Riders,13,11,2,237,75*,26.33,127.41,-,2,3
2010,SS Tiwary,Mumbai Indians,16,15,1,419,61,29.92,135.59,-,3,1
2010,SK Trivedi,Rajasthan Royals,11,4,2,20,9,10,142.85,-,-,-
2010,S Tyagi,Chennai Super Kings,6,1,1,3,3*,-,75,-,-,-
2010,JD Unadkat,Kolkata Knight Riders,3,-,-,-,-,-,-,-,-,-
2010,A Uniyal,Rajasthan Royals,2,2,1,4,4*,4,57.14,-,-,1
2010,RV Uthappa,Royal Challengers Bangalore,16,14,2,374,68*,31.16,171.55,-,3,-
2010,WPUJC Vaas,Deccan Chargers,6,5,1,30,16,7.5,88.23,-,-,1
2010,RE van der Merwe,Royal Challengers Bangalore,1,1,-,1,1,1,50,-,-,-
2010,Y Venugopal Rao,Deccan Chargers,6,5,1,34,24,8.5,79.06,-,-,-
2010,DL Vettori,Delhi Daredevils,3,3,2,33,19*,33,122.22,-,-,-
2010,M Vijay,Chennai Super Kings,15,15,2,458,127,35.23,156.84,1,2,1
2010,R Vinay Kumar,Royal Challengers Bangalore,14,5,1,27,10*,6.75,84.37,-,-,-
2010,AC Voges,Rajasthan Royals,9,7,3,181,45*,45.25,126.57,-,-,-
2010,SB Wagh,Rajasthan Royals,1,-,-,-,-,-,-,-,-,-
2010,SK Warne,Rajasthan Royals,14,7,2,10,4,2,52.63,-,-,2
2010,DA Warner,Delhi Daredevils,11,11,1,282,107*,28.2,147.64,1,1,2
2010,SR Watson,Rajasthan Royals,6,5,-,185,60,37,162.28,-,2,-
2010,CL White,Royal Challengers Bangalore,7,5,3,48,21*,24,145.45,-,-,-
2010,UT Yadav,Delhi Daredevils,7,1,1,3,3*,-,75,-,-,-
2010,Yuvraj Singh,Kings XI Punjab,14,14,2,255,43,21.25,128.14,-,-,-
,,,,,,,,,,,,
2011,S Ladda,Kolkata Knight Riders,2,-,-,-,-,-,-,-,-,-
2011,VR Aaron,Delhi Daredevils,4,1,1,-,0*,-,-,-,-,-
2011,L Ablish,Kings XI Punjab,1,1,1,-,0*,-,-,-,-,-
2011,AB Agarkar,Delhi Daredevils,7,2,1,7,7*,7,116.66,-,-,1
2011,MA Agarwal,Royal Challengers Bangalore,8,7,-,141,41,20.14,117.5,-,-,1
2011,AN Ahmed,Mumbai Indians,6,1,1,18,18*,-,138.46,-,-,-
2011,B Akhil,Kochi Tuskers Kerala,1,1,-,13,13,13,144.44,-,-,-
2011,Anand Rajan,Deccan Chargers,2,-,-,-,-,-,-,-,-,-
2011,S Anirudha,Chennai Super Kings,9,5,1,83,64,20.75,112.16,-,1,1
2011,S Aravind,Royal Challengers Bangalore,13,2,2,13,11*,-,162.5,-,-,-
2011,KB Arun Karthik,Royal Challengers Bangalore,3,2,-,7,6,3.5,87.5,-,-,-
2011,R Ashwin,Chennai Super Kings,16,2,-,2,2,1,33.33,-,-,1
2011,SA Asnodkar,Rajasthan Royals,1,1,-,9,9,9,100,-,-,-
2011,S Badrinath,Chennai Super Kings,16,13,6,396,71*,56.57,126.51,-,5,1
2011,L Balaji,Kolkata Knight Riders,14,2,2,4,3*,-,200,-,-,-
2011,R Bhatia,Kolkata Knight Riders,14,6,3,25,11,8.33,113.63,-,-,-
2011,BA Bhatt,Kings XI Punjab,10,1,-,-,-,-,-,-,-,1
2011,STR Binny,Rajasthan Royals,6,2,1,37,30,37,119.35,-,-,-
2011,Bipul Sharma,Kings XI Punjab,4,3,2,23,16*,23,127.77,-,-,-
2011,TR Birt,Delhi Daredevils,5,5,-,75,27,15,129.31,-,-,-
2011,MS Bisla,Kolkata Knight Riders,5,5,-,72,27,14.4,80.89,-,-,-
2011,AC Blizzard,Mumbai Indians,6,6,-,120,51,20,137.93,-,1,-
2011,DE Bollinger,Chennai Super Kings,13,1,1,-,0*,-,-,-,-,-
2011,J Botha,Rajasthan Royals,10,9,4,230,67*,46,116.16,-,1,-
2011,MV Boucher,Kolkata Knight Riders,4,3,2,6,5,6,100,-,-,-
2011,DJ Bravo,Chennai Super Kings,6,2,1,11,6*,11,183.33,-,-,-
2011,UBT Chand,Delhi Daredevils,2,2,-,2,2,1,16.66,-,-,1
2011,AA Chavan,Rajasthan Royals,2,1,-,1,1,1,33.33,-,-,-
2011,PP Chawla,Kings XI Punjab,12,6,3,48,15,16,87.27,-,-,-
2011,B Chipli,Deccan Chargers,14,13,5,207,61*,25.87,121.76,-,1,-
2011,SD Chitnis,Kings XI Punjab,1,1,-,9,9,9,100,-,-,-
2011,DT Christian,Deccan Chargers,14,13,2,190,30,17.27,119.49,-,-,1
2011,KH Devdhar,Deccan Chargers,1,-,-,-,-,-,-,-,-,-
2011,AB de Villiers,Royal Challengers Bangalore,16,13,4,312,65,34.66,128.39,-,2,2
2011,S Dhawan,Deccan Chargers,14,14,2,400,95*,33.33,129.03,-,2,-
2011,MS Dhoni,Chennai Super Kings,16,13,4,392,70*,43.55,158.7,-,2,-
2011,TM Dilshan,Royal Challengers Bangalore,10,10,2,226,59*,28.25,125.55,-,2,2
2011,AB Dinda,Delhi Daredevils,6,1,-,-,-,-,-,-,-,1
2011,ND Doshi,Rajasthan Royals,3,1,-,-,-,-,-,-,-,1
2011,R Dravid,Rajasthan Royals,12,12,1,343,66,31.18,109.23,-,1,-
2011,JP Duminy,Deccan Chargers,10,10,-,205,55,20.5,117.81,-,1,-
2011,JP Faulkner,Pune Warriors,1,-,-,-,-,-,-,-,-,-
2011,FY Fazal,Rajasthan Royals,2,2,-,19,16,9.5,100,-,-,-
2011,CJ Ferguson,Pune Warriors,5,4,2,48,16,24,88.88,-,-,-
2011,AJ Finch,Delhi Daredevils,6,6,-,47,25,7.83,102.17,-,-,2
2011,JEC Franklin,Mumbai Indians,8,5,3,107,45*,53.5,137.17,-,-,-
2011,G Gambhir,Kolkata Knight Riders,15,15,4,378,75*,34.36,119.24,-,2,1
2011,SC Ganguly,Pune Warriors,4,3,1,50,32*,25,84.74,-,-,1
2011,CH Gayle,Royal Challengers Bangalore,12,12,3,608,107,67.55,183.13,2,3,2
2011,AC Gilchrist,Kings XI Punjab,14,14,-,383,106,27.35,129.83,1,2,2
2011,Y Gnaneswara Rao,Kochi Tuskers Kerala,2,1,-,19,19,19,111.76,-,-,-
2011,RV Gomez,Kochi Tuskers Kerala,11,8,3,46,26*,9.2,92,-,-,3
2011,MS Gony,Deccan Chargers,3,2,1,-,0*,-,-,-,-,1
2011,SP Goswami,Kolkata Knight Riders,5,4,-,29,22,7.25,100,-,-,1
2011,BJ Haddin,Kolkata Knight Riders,1,1,-,18,18,18,163.63,-,-,-
2011,Harbhajan Singh,Mumbai Indians,15,8,5,103,30,34.33,145.07,-,-,-
2011,Harmeet Singh,Deccan Chargers,2,-,-,-,-,-,-,-,-,-
2011,Harpreet Singh,Pune Warriors,2,2,1,14,13,14,70,-,-,-
2011,RJ Harris,Kings XI Punjab,13,7,2,31,17,6.2,79.48,-,-,1
2011,BJ Hodge,Kochi Tuskers Kerala,14,14,6,285,51*,35.62,120.76,-,1,1
2011,JR Hopes,Delhi Daredevils,10,8,3,196,55,39.2,124.05,-,2,-
2011,DJ Hussey,Kings XI Punjab,8,8,2,64,21*,10.66,101.58,-,-,1
2011,MEK Hussey,Chennai Super Kings,14,14,2,492,83*,41,118.84,-,4,1
2011,CA Ingram,Delhi Daredevils,3,3,1,21,13*,10.5,80.76,-,-,-
2011,Iqbal Abdulla,Kolkata Knight Riders,15,2,2,15,12*,-,125,-,-,-
2011,DJ Jacobs,Mumbai Indians,6,6,-,92,32,15.33,104.54,-,-,-
2011,RA Jadeja,Kochi Tuskers Kerala,14,12,3,283,47,31.44,124.12,-,-,-
2011,KM Jadhav,Kochi Tuskers Kerala,6,4,1,18,12,6,78.26,-,-,1
2011,IR Jaggi,Deccan Chargers,2,2,-,28,25,14,75.67,-,-,-
2011,SB Jakati,Chennai Super Kings,15,1,1,-,0*,-,-,-,-,-
2011,DPMD Jayawardene,Kochi Tuskers Kerala,13,13,-,299,76,23,116.34,-,3,-
2011,AA Jhunjhunwala,Pune Warriors,3,2,-,10,10,5,55.55,-,-,1
2011,Joginder Sharma,Chennai Super Kings,1,1,-,-,-,-,-,-,-,1
2011,M Kaif,Royal Challengers Bangalore,8,4,1,41,15,13.66,124.24,-,-,-
2011,JH Kallis,Kolkata Knight Riders,15,14,2,424,80*,35.33,112.16,-,4,1
2011,S Randiv,Chennai Super Kings,8,1,-,2,2,2,50,-,-,-
2011,Kamran Khan,Pune Warriors,1,-,-,-,-,-,-,-,-,-
2011,KD Karthik,Kings XI Punjab,14,13,2,282,69,25.63,128.18,-,1,1
2011,M Kartik,Pune Warriors,6,3,2,12,11,12,80,-,-,-
2011,AA Kazi,Royal Challengers Bangalore,1,-,-,-,-,-,-,-,-,-
2011,Z Khan,Royal Challengers Bangalore,15,2,-,21,21,10.5,87.5,-,-,1
2011,M Klinger,Kochi Tuskers Kerala,4,4,-,73,29,18.25,94.8,-,-,-
2011,V Kohli,Royal Challengers Bangalore,16,16,4,557,71,46.41,121.08,-,4,-
2011,KMDN Kulasekara,Chennai Super Kings,1,-,-,-,-,-,-,-,-,-
2011,DS Kulkarni,Mumbai Indians,6,2,1,2,2,2,50,-,-,-
2011,B Kumar,Pune Warriors,4,1,1,1,1*,-,100,-,-,-
2011,P Kumar,Kings XI Punjab,13,7,4,27,15*,9,87.09,-,-,1
2011,CK Langeveldt,Royal Challengers Bangalore,3,1,-,8,8,8,100,-,-,-
2011,VVS Laxman,Kochi Tuskers Kerala,3,3,-,44,36,14.66,104.76,-,-,1
2011,B Lee,Kolkata Knight Riders,12,4,1,5,2*,1.66,55.55,-,-,-
2011,MJ Lumb,Deccan Chargers,1,1,-,-,-,-,-,-,-,1
2011,BB McCullum,Kochi Tuskers Kerala,13,13,-,357,81,27.46,129.81,-,1,2
2011,NL McCullum,Pune Warriors,2,2,1,26,15,26,118.18,-,-,-
2011,AB McDonald,Delhi Daredevils,1,1,-,8,8,8,114.28,-,-,-
2011,R McLaren,Kings XI Punjab,6,4,1,90,51*,30,93.75,-,1,-
2011,I Malhotra,Deccan Chargers,1,1,1,7,7*,-,175,-,-,-
2011,VS Malik,Kings XI Punjab,1,-,-,-,-,-,-,-,-,-
2011,SL Malinga,Mumbai Indians,16,4,1,8,7,2.66,88.88,-,-,1
2011,Mandeep Singh,Kings XI Punjab,6,5,1,47,15*,11.75,114.63,-,-,-
2011,M Manhas,Pune Warriors,10,10,-,114,35,11.4,92.68,-,-,4
2011,MR Marsh,Pune Warriors,5,3,1,50,37,25,102.04,-,-,-
2011,SE Marsh,Kings XI Punjab,14,13,1,504,95,42,146.51,-,4,-
2011,AL Menaria,Rajasthan Royals,13,10,1,180,34,20,118.42,-,-,-
2011,A Mishra,Deccan Chargers,14,9,5,68,25*,17,138.77,-,-,3
2011,MD Mishra,Pune Warriors,6,5,1,67,37*,16.75,111.66,-,-,-
2011,A Mithun,Royal Challengers Bangalore,12,6,3,27,11,9,135,-,-,1
2011,EJG Morgan,Kolkata Knight Riders,12,9,-,137,66,15.22,117.09,-,1,1
2011,JA Morkel,Chennai Super Kings,15,13,7,138,30*,23,135.29,-,-,1
2011,M Morkel,Delhi Daredevils,11,5,3,40,16*,20,160,-,-,1
2011,SS Mundhe,Pune Warriors,1,-,-,-,-,-,-,-,-,-
2011,M Muralidaran,Kochi Tuskers Kerala,5,1,1,5,5*,-,62.5,-,-,-
2011,AG Murtaza,Mumbai Indians,5,1,1,2,2*,-,40,-,-,-
2011,S Nadeem,Delhi Daredevils,5,2,1,-,0*,-,-,-,-,1
2011,Y Nagar,Delhi Daredevils,11,10,3,111,23,15.85,111,-,-,1
2011,DP Nannes,Royal Challengers Bangalore,2,-,-,-,-,-,-,-,-,-
2011,AM Nayar,Kings XI Punjab,10,9,2,61,17*,8.71,91.04,-,-,2
2011,R Ninan,Royal Challengers Bangalore,2,1,-,3,3,3,50,-,-,-
2011,NV Ojha,Delhi Daredevils,14,14,1,160,29,12.3,99.37,-,-,2
2011,PP Ojha,Deccan Chargers,10,-,-,-,-,-,-,-,-,-
2011,JDP Oram,Rajasthan Royals,2,1,-,-,-,-,-,-,-,1
2011,TD Paine,Pune Warriors,2,2,-,10,8,5,38.46,-,-,-
2011,MK Pandey,Pune Warriors,10,9,-,246,59,27.33,108.37,-,1,-
2011,Pankaj Singh,Rajasthan Royals,1,-,-,-,-,-,-,-,-,-
2011,P Parameswaran,Kochi Tuskers Kerala,5,1,1,1,1*,-,100,-,-,-
2011,WD Parnell,Pune Warriors,8,5,2,37,16,12.33,94.87,-,-,-
2011,MM Patel,Mumbai Indians,15,1,-,-,-,-,-,-,-,1
2011,PA Patel,Kochi Tuskers Kerala,14,13,3,202,37*,20.2,110.38,-,-,2
2011,AUK Pathan,Royal Challengers Bangalore,6,5,1,33,14,8.25,206.25,-,-,2
2011,IK Pathan,Delhi Daredevils,14,12,4,150,44*,18.75,108.69,-,-,1
2011,YK Pathan,Kolkata Knight Riders,15,11,1,283,47*,28.3,140.79,-,-,-
2011,AG Paunikar,Rajasthan Royals,4,4,-,49,20,12.25,85.96,-,-,-
2011,NLTC Perera,Kochi Tuskers Kerala,4,2,-,23,22,11.5,85.18,-,-,-
2011,KA Pollard,Mumbai Indians,16,13,3,146,28,14.6,109.77,-,-,1
2011,LA Pomersbach,Royal Challengers Bangalore,5,4,-,51,29,12.75,130.76,-,-,-
2011,RR Powar,Kochi Tuskers Kerala,5,3,2,11,8*,11,84.61,-,-,1
2011,P Prasanth,Kochi Tuskers Kerala,1,-,-,-,-,-,-,-,-,-
2011,RW Price,Mumbai Indians,1,-,-,-,-,-,-,-,-,-
2011,CA Pujara,Royal Challengers Bangalore,7,3,-,34,25,11.33,109.67,-,-,-
2011,AM Rahane,Rajasthan Royals,10,7,1,120,52,20,122.44,-,1,-
2011,SK Raina,Chennai Super Kings,16,16,2,438,73*,31.28,134.76,-,4,1
2011,S Rana,Pune Warriors,2,1,-,18,18,18,112.5,-,-,-
2011,AS Raut,Rajasthan Royals,7,4,1,60,25,20,103.44,-,-,-
2011,DB Ravi Teja,Deccan Chargers,12,9,2,183,60,26.14,127.08,-,1,-
2011,AT Rayudu,Mumbai Indians,16,16,2,395,63*,28.21,112.85,-,4,1
2011,NJ Rimmington,Kings XI Punjab,1,1,1,1,1*,-,100,-,-,-
2011,JD Ryder,Pune Warriors,13,13,-,292,60,22.46,148.22,-,2,1
2011,WP Saha,Chennai Super Kings,7,3,2,68,46*,68,107.93,-,-,-
2011,AM Salvi,Delhi Daredevils,2,-,-,-,-,-,-,-,-,-
2011,KC Sangakkara,Deccan Chargers,13,13,-,358,65,27.53,122.18,-,1,2
2011,R Sathish,Mumbai Indians,9,3,1,25,18*,12.5,73.52,-,-,1
2011,V Sehwag,Delhi Daredevils,11,11,-,424,119,38.54,176.66,1,2,-
2011,OA Shah,Kochi Tuskers Kerala,3,2,-,26,23,13,173.33,-,-,-
2011,PR Shah,Rajasthan Royals,2,1,-,5,5,5,100,-,-,-
2011,Shakib Al Hasan,Kolkata Knight Riders,7,3,1,29,26,14.5,131.81,-,-,-
2011,I Sharma,Deccan Chargers,12,5,5,4,1*,-,80,-,-,-
2011,R Sharma,Pune Warriors,14,5,2,24,13,8,114.28,-,-,1
2011,RG Sharma,Mumbai Indians,16,14,3,372,87,33.81,125.25,-,3,1
2011,LR Shukla,Kolkata Knight Riders,1,1,-,14,14,14,140,-,-,-
2011,RP Singh,Kochi Tuskers Kerala,14,5,2,2,1*,0.66,50,-,-,2
2011,A Singh,Rajasthan Royals,9,2,-,1,1,0.5,25,-,-,1
2011,GC Smith,Pune Warriors,4,4,-,42,24,10.5,82.35,-,-,1
2011,S Sohal,Deccan Chargers,11,10,-,249,62,24.9,130.36,-,2,1
2011,TG Southee,Chennai Super Kings,5,-,-,-,-,-,-,-,-,-
2011,S Sreesanth,Kochi Tuskers Kerala,9,3,1,1,1,0.5,11.11,-,-,1
2011,S Sriram,Delhi Daredevils,1,1,-,4,4,4,57.14,-,-,-
2011,SJ Srivastava,Kings XI Punjab,6,2,2,4,3*,-,133.33,-,-,-
2011,DW Steyn,Deccan Chargers,12,5,1,36,13,9,102.85,-,-,-
2011,SB Styris,Chennai Super Kings,2,1,1,5,5*,-,250,-,-,-
2011,TL Suman,Mumbai Indians,8,7,1,65,36,10.83,127.45,-,-,-
2011,Sunny Singh,Kings XI Punjab,6,5,1,43,20,10.75,138.7,-,-,-
2011,J Syed Mohammad,Royal Challengers Bangalore,5,2,2,15,13*,-,125,-,-,-
2011,A Symonds,Mumbai Indians,11,9,5,135,44*,33.75,97.82,-,-,-
2011,SW Tait,Rajasthan Royals,4,2,1,10,10*,10,100,-,-,1
2011,JE Taylor,Pune Warriors,5,2,1,3,2,3,100,-,-,-
2011,LRPL Taylor,Rajasthan Royals,12,11,6,181,47*,36.2,119.07,-,-,1
2011,RN ten Doeschate,Kolkata Knight Riders,6,3,1,107,70*,53.5,146.57,-,1,-
2011,SR Tendulkar,Mumbai Indians,16,16,3,553,100*,42.53,113.31,1,2,-
2011,AC Thomas,Pune Warriors,11,2,2,1,1*,-,25,-,-,-
2011,MK Tiwary,Kolkata Knight Riders,15,14,7,359,61*,51.28,110.46,-,1,-
2011,SS Tiwary,Royal Challengers Bangalore,16,13,5,187,42*,23.37,99.46,-,-,-
2011,SK Trivedi,Rajasthan Royals,12,2,1,-,0*,-,-,-,-,1
2011,JD Unadkat,Kolkata Knight Riders,7,-,-,-,-,-,-,-,-,-
2011,RV Uthappa,Pune Warriors,14,13,3,264,45,26.4,126.31,-,-,1
2011,PC Valthaty,Kings XI Punjab,14,14,1,463,120*,35.61,136.98,1,2,-
2011,RE van der Merwe,Delhi Daredevils,4,4,4,14,8*,-,87.5,-,-,-
2011,JJ van der Wath,Royal Challengers Bangalore,3,3,1,18,14*,9,112.5,-,-,1
2011,Y Venugopal Rao,Delhi Daredevils,14,14,2,336,60,28,120,-,1,-
2011,DL Vettori,Royal Challengers Bangalore,13,4,3,23,18*,23,82.14,-,-,1
2011,M Vijay,Chennai Super Kings,16,16,-,434,95,27.12,128.02,-,3,-
2011,R Vinay Kumar,Kochi Tuskers Kerala,13,7,1,50,18,8.33,106.38,-,-,-
2011,MS Wade,Delhi Daredevils,3,3,-,22,11,7.33,66.66,-,-,-
2011,SB Wagh,Pune Warriors,7,2,-,2,2,1,66.66,-,-,1
2011,SK Warne,Rajasthan Royals,13,4,2,10,5*,5,50,-,-,1
2011,DA Warner,Delhi Daredevils,13,13,-,324,77,24.92,117.39,-,3,-
2011,SR Watson,Rajasthan Royals,11,11,1,330,89*,33,130.43,-,1,-
2011,CL White,Deccan Chargers,6,6,2,104,31*,26,95.41,-,-,-
2011,UT Yadav,Delhi Daredevils,7,2,1,1,1*,1,20,-,-,1
2011,DH Yagnik,Rajasthan Royals,7,4,3,16,10*,16,72.72,-,-,-
2011,Yuvraj Singh,Pune Warriors,14,13,3,343,66*,34.3,131.41,-,2,1
,,,,,,,,,,,,
2012,VR Aaron,Delhi Daredevils,8,2,-,1,1,0.5,33.33,-,-,1
2012,AB Agarkar,Delhi Daredevils,4,1,1,-,0*,-,-,-,-,-
2012,MA Agarwal,Royal Challengers Bangalore,16,12,1,225,64*,20.45,142.4,-,1,-
2012,AN Ahmed,Mumbai Indians,1,-,-,-,-,-,-,-,-,-
2012,Anand Rajan,Deccan Chargers,4,-,-,-,-,-,-,-,-,-
2012,S Anirudha,Chennai Super Kings,4,2,2,19,18*,-,271.42,-,-,-
2012,Ankit Sharma,Deccan Chargers,9,4,1,18,15,6,138.46,-,-,-
2012,KP Appanna,Royal Challengers Bangalore,7,-,-,-,-,-,-,-,-,-
2012,S Aravind,Royal Challengers Bangalore,1,1,1,14,14*,-,175,-,-,-
2012,KB Arun Karthik,Royal Challengers Bangalore,1,-,-,-,-,-,-,-,-,-
2012,A Ashish Reddy,Deccan Chargers,9,5,1,35,10*,8.75,120.68,-,-,-
2012,R Ashwin,Chennai Super Kings,19,5,2,18,8,6,120,-,-,1
2012,P Awana,Kings XI Punjab,12,2,2,4,4*,-,80,-,-,-
2012,Azhar Mahmood,Kings XI Punjab,11,10,2,186,36,23.25,130.98,-,-,-
2012,S Badrinath,Chennai Super Kings,15,9,2,196,57,28,108.28,-,1,-
2012,L Balaji,Kolkata Knight Riders,8,-,-,-,-,-,-,-,-,-
2012,R Bhatia,Kolkata Knight Riders,17,6,3,35,12,11.66,125,-,-,-
2012,RR Bhatkal,Royal Challengers Bangalore,1,1,-,-,-,-,-,-,-,1
2012,BA Bhatt,Kings XI Punjab,5,1,1,6,6*,-,300,-,-,-
2012,STR Binny,Rajasthan Royals,8,6,2,90,30,22.5,134.32,-,-,1
2012,Bipul Sharma,Kings XI Punjab,5,4,1,72,35*,24,153.19,-,-,-
2012,MS Bisla,Kolkata Knight Riders,7,7,-,213,89,30.42,133.12,-,1,-
2012,AC Blizzard,Mumbai Indians,1,1,-,-,-,-,-,-,-,1
2012,DE Bollinger,Chennai Super Kings,6,1,-,3,3,3,60,-,-,-
2012,J Botha,Rajasthan Royals,11,7,3,58,14*,14.5,107.4,-,-,-
2012,DAJ Bracewell,Delhi Daredevils,1,1,1,12,12*,-,133.33,-,-,-
2012,DJ Bravo,Chennai Super Kings,19,16,8,371,48,46.37,140.53,-,-,-
2012,UBT Chand,Delhi Daredevils,2,2,-,36,18,18,105.88,-,-,-
2012,A Chandila,Rajasthan Royals,4,1,1,-,0*,-,-,-,-,-
2012,AA Chavan,Rajasthan Royals,8,2,1,11,7*,11,137.5,-,-,-
2012,PP Chawla,Kings XI Punjab,16,12,4,106,21*,13.25,120.45,-,-,1
2012,B Chipli,Deccan Chargers,5,4,1,37,25*,12.33,105.71,-,-,-
2012,SD Chitnis,Kings XI Punjab,6,4,1,66,38,22,106.45,-,-,-
2012,DT Christian,Deccan Chargers,7,7,2,145,39,29,122.88,-,-,-
2012,MJ Clarke,Pune Warriors,6,6,-,98,41,16.33,104.25,-,-,-
2012,KK Cooper,Rajasthan Royals,6,4,2,38,14,19,190,-,-,-
2012,DB Das,Kolkata Knight Riders,15,10,7,126,35*,42,135.48,-,-,-
2012,M de Lange,Kolkata Knight Riders,3,-,-,-,-,-,-,-,-,-
2012,AB de Villiers,Royal Challengers Bangalore,16,13,5,319,64*,39.87,161.11,-,3,1
2012,S Dhawan,Deccan Chargers,15,15,1,569,84,40.64,129.61,-,5,-
2012,MS Dhoni,Chennai Super Kings,19,17,5,358,51*,29.83,128.77,-,1,-
2012,TM Dilshan,Royal Challengers Bangalore,10,9,1,285,76*,35.62,109.19,-,3,-
2012,AB Dinda,Pune Warriors,7,1,-,2,2,2,40,-,-,-
2012,P Dogra,Kings XI Punjab,3,3,1,15,6,7.5,62.5,-,-,-
