Year,Player Name,Team Name,Mat,Inns,Balls,Mdns,Runs,Wkts,BBI,Ave,Econ,SR,5,10,Ct,St
2011,SS Mundhe,Pune Warriors,1,1,6,-,6,1,1/6,6.00,6,6,-,-,-,-
2011,M Muralidaran,Kochi Tuskers Kerala,5,5,114,-,141,2,1/18,70.50,7.42,57,-,-,1,-
2011,AG Murtaza,Mumbai Indians,5,5,120,-,117,3,2/18,39.00,5.85,40,-,-,1,-
2011,S Nadeem,Delhi Daredevils,5,5,114,-,142,4,2/39,35.50,7.47,28.5,-,-,-,-
2011,Y Nagar,Delhi Daredevils,11,5,30,-,67,1,1/3,67.00,13.4,30,-,-,1,-
2011,DP Nannes,Royal Challengers Bangalore,2,2,24,1,31,2,1/0,15.50,7.75,12,-,-,1,-
2011,AM Nayar,Kings XI Punjab,10,6,61,-,95,2,1/22,47.50,9.34,30.5,-,-,2,-
2011,R Ninan,Royal Challengers Bangalore,2,2,36,-,65,3,2/31,21.66,10.83,12,-,-,1,-
2011,NV Ojha,Delhi Daredevils,14,-,0,-,-,-,-,0.00,-,-,-,-,8,-
2011,PP Ojha,Deccan Chargers,10,10,221,-,267,10,3/26,26.70,7.24,22.1,-,-,2,-
2011,JDP Oram,Rajasthan Royals,2,2,24,-,45,1,1/32,45.00,11.25,24,-,-,-,-
2011,TD Paine,Pune Warriors,2,-,0,-,-,-,-,0.00,-,-,-,-,-,-
2011,MK Pandey,Pune Warriors,10,-,0,-,-,-,-,0.00,-,-,-,-,5,-
2011,Pankaj Singh,Rajasthan Royals,1,1,12,-,23,-,-,0.00,11.5,-,-,-,-,-
2011,P Parameswaran,Kochi Tuskers Kerala,5,5,94,-,137,4,2/20,34.25,8.74,23.5,-,-,-,-
2011,WD Parnell,Pune Warriors,8,8,176,-,213,9,3/35,23.66,7.26,19.5,-,-,1,-
2011,MM Patel,Mumbai Indians,15,15,326,1,358,22,5/21,16.27,6.58,14.8,1,-,3,-
2011,PA Patel,Kochi Tuskers Kerala,14,-,0,-,-,-,-,0.00,-,-,-,-,8,1
2011,AUK Pathan,Royal Challengers Bangalore,6,2,33,-,49,-,-,0.00,8.9,-,-,-,2,-
2011,IK Pathan,Delhi Daredevils,14,13,275,2,344,11,3/28,31.27,7.5,25,-,-,4,-
2011,YK Pathan,Kolkata Knight Riders,15,14,234,1,238,13,3/20,18.30,6.1,18,-,-,5,-
2011,AG Paunikar,Rajasthan Royals,4,-,0,-,-,-,-,0.00,-,-,-,-,1,-
2011,NLTC Perera,Kochi Tuskers Kerala,4,4,84,-,111,2,1/30,55.50,7.92,42,-,-,-,-
2011,KA Pollard,Mumbai Indians,16,16,255,-,361,10,2/24,36.10,8.49,25.5,-,-,10,-
2011,LA Pomersbach,Royal Challengers Bangalore,5,-,0,-,-,-,-,0.00,-,-,-,-,5,-
2011,RR Powar,Kochi Tuskers Kerala,5,5,72,-,112,2,1/20,56.00,9.33,36,-,-,-,-
2011,P Prasanth,Kochi Tuskers Kerala,1,1,6,-,18,-,-,0.00,18,-,-,-,-,-
2011,RW Price,Mumbai Indians,1,1,18,-,33,-,-,0.00,11,-,-,-,-,-
2011,CA Pujara,Royal Challengers Bangalore,7,-,0,-,-,-,-,0.00,-,-,-,-,1,-
2011,AM Rahane,Rajasthan Royals,10,-,0,-,-,-,-,0.00,-,-,-,-,1,-
2011,SK Raina,Chennai Super Kings,16,12,165,-,201,4,2/0,50.25,7.3,41.2,-,-,4,-
2011,S Rana,Pune Warriors,2,1,4,-,2,-,-,0.00,3,-,-,-,-,-
2011,AS Raut,Rajasthan Royals,7,1,6,-,8,-,-,0.00,8,-,-,-,4,-
2011,DB Ravi Teja,Deccan Chargers,12,1,6,-,9,-,-,0.00,9,-,-,-,5,-
2011,AT Rayudu,Mumbai Indians,16,-,0,-,-,-,-,0.00,-,-,-,-,7,1
2011,NJ Rimmington,Kings XI Punjab,1,1,18,-,19,-,-,0.00,6.33,-,-,-,-,-
2011,JD Ryder,Pune Warriors,13,7,92,1,118,4,1/8,29.50,7.69,23,-,-,4,-
2011,WP Saha,Chennai Super Kings,7,-,0,-,-,-,-,0.00,-,-,-,-,2,-
2011,AM Salvi,Delhi Daredevils,2,2,48,-,66,3,2/40,22.00,8.25,16,-,-,1,-
2011,KC Sangakkara,Deccan Chargers,13,-,0,-,-,-,-,0.00,-,-,-,-,17,2
2011,R Sathish,Mumbai Indians,9,4,31,-,41,-,-,0.00,7.93,-,-,-,3,-
2011,V Sehwag,Delhi Daredevils,11,-,0,-,-,-,-,0.00,-,-,-,-,9,-
2011,OA Shah,Kochi Tuskers Kerala,3,-,0,-,-,-,-,0.00,-,-,-,-,2,-
2011,PR Shah,Rajasthan Royals,2,-,0,-,-,-,-,0.00,-,-,-,-,-,1
2011,Shakib Al Hasan,Kolkata Knight Riders,7,7,153,-,175,11,3/28,15.90,6.86,13.9,-,-,-,-
2011,I Sharma,Deccan Chargers,12,12,264,-,314,11,5/12,28.54,7.13,24,1,-,3,-
2011,R Sharma,Pune Warriors,14,14,300,1,273,16,3/13,17.06,5.46,18.7,-,-,7,-
2011,RG Sharma,Mumbai Indians,16,3,24,-,53,-,-,0.00,13.25,-,-,-,7,-
2011,LR Shukla,Kolkata Knight Riders,1,-,0,-,-,-,-,0.00,-,-,-,-,-,-
2011,RP Singh,Kochi Tuskers Kerala,14,14,300,-,345,13,4/25,26.53,6.9,23,-,-,6,-
2011,A Singh,Rajasthan Royals,9,9,171,1,215,9,3/35,23.88,7.54,19,-,-,-,-
2011,GC Smith,Pune Warriors,4,-,0,-,-,-,-,0.00,-,-,-,-,1,-
2011,S Sohal,Deccan Chargers,11,-,0,-,-,-,-,0.00,-,-,-,-,-,-
2011,TG Southee,Chennai Super Kings,5,5,114,-,166,4,1/30,41.50,8.73,28.5,-,-,-,-
2011,S Sreesanth,Kochi Tuskers Kerala,9,9,191,2,206,7,2/10,29.42,6.47,27.2,-,-,1,-
2011,S Sriram,Delhi Daredevils,1,1,6,-,25,-,-,0.00,25,-,-,-,-,-
2011,SJ Srivastava,Kings XI Punjab,6,6,120,-,186,8,2/20,23.25,9.3,15,-,-,2,-
2011,DW Steyn,Deccan Chargers,12,12,273,1,299,14,3/16,21.35,6.57,19.5,-,-,1,-
2011,SB Styris,Chennai Super Kings,2,1,6,-,13,-,-,0.00,13,-,-,-,1,-
2011,TL Suman,Mumbai Indians,8,3,36,-,50,-,-,0.00,8.33,-,-,-,2,-
2011,Sunny Singh,Kings XI Punjab,6,-,0,-,-,-,-,0.00,-,-,-,-,1,-
2011,J Syed Mohammad,Royal Challengers Bangalore,5,5,90,-,127,5,2/25,25.40,8.46,18,-,-,1,-
2011,A Symonds,Mumbai Indians,11,3,24,-,41,1,1/11,41.00,10.25,24,-,-,5,-
2011,SW Tait,Rajasthan Royals,4,4,89,1,126,6,3/22,21.00,8.49,14.8,-,-,3,-
2011,JE Taylor,Pune Warriors,5,5,117,-,157,6,3/30,26.16,8.05,19.5,-,-,-,-
2011,LRPL Taylor,Rajasthan Royals,12,1,6,-,11,-,-,0.00,11,-,-,-,4,-
2011,RN ten Doeschate,Kolkata Knight Riders,6,1,6,-,7,-,-,0.00,7,-,-,-,2,-
2011,SR Tendulkar,Mumbai Indians,16,-,0,-,-,-,-,0.00,-,-,-,-,4,-
2011,AC Thomas,Pune Warriors,11,11,231,2,297,11,2/23,27.00,7.71,21,-,-,2,-
2011,MK Tiwary,Kolkata Knight Riders,15,2,12,-,23,-,-,0.00,11.5,-,-,-,6,-
2011,SS Tiwary,Royal Challengers Bangalore,16,-,0,-,-,-,-,0.00,-,-,-,-,5,-
2011,SK Trivedi,Rajasthan Royals,12,12,214,-,303,10,3/15,30.30,8.49,21.4,-,-,-,-
2011,JD Unadkat,Kolkata Knight Riders,7,6,108,-,150,6,2/25,25.00,8.33,18,-,-,2,-
2011,RV Uthappa,Pune Warriors,14,-,0,-,-,-,-,0.00,-,-,-,-,12,3
2011,PC Valthaty,Kings XI Punjab,14,9,145,-,189,7,4/29,27.00,7.82,20.7,-,-,2,-
2011,RE van der Merwe,Delhi Daredevils,4,4,89,-,92,5,3/20,18.40,6.2,17.8,-,-,2,-
2011,JJ van der Wath,Royal Challengers Bangalore,3,3,72,-,129,3,2/49,43.00,10.75,24,-,-,-,-
2011,Y Venugopal Rao,Delhi Daredevils,14,2,12,-,26,-,-,0.00,13,-,-,-,4,-
2011,DL Vettori,Royal Challengers Bangalore,13,13,310,-,311,12,3/19,25.91,6.01,25.8,-,-,4,-
2011,M Vijay,Chennai Super Kings,16,-,0,-,-,-,-,0.00,-,-,-,-,5,-
2011,R Vinay Kumar,Kochi Tuskers Kerala,13,13,268,-,335,12,3/25,27.91,7.5,22.3,-,-,4,-
2011,MS Wade,Delhi Daredevils,3,-,0,-,-,-,-,0.00,-,-,-,-,-,-
2011,SB Wagh,Pune Warriors,7,7,96,-,121,4,3/16,30.25,7.56,24,-,-,1,-
2011,SK Warne,Rajasthan Royals,13,12,282,-,297,13,3/16,22.84,6.31,21.6,-,-,2,-
2011,DA Warner,Delhi Daredevils,13,-,0,-,-,-,-,0.00,-,-,-,-,4,-
2011,SR Watson,Rajasthan Royals,11,10,216,-,241,6,3/19,40.16,6.69,36,-,-,4,-
2011,CL White,Deccan Chargers,6,-,0,-,-,-,-,0.00,-,-,-,-,2,-
2011,UT Yadav,Delhi Daredevils,7,6,108,-,169,2,2/29,84.50,9.38,54,-,-,3,-
2011,DH Yagnik,Rajasthan Royals,7,-,0,-,-,-,-,0.00,-,-,-,-,3,4
2011,Yuvraj Singh,Pune Warriors,14,13,174,-,192,9,4/29,21.33,6.62,19.3,-,-,5,-
,,,,,,,,,,,,,,,,
2012,VR Aaron,Delhi Daredevils,8,8,186,-,271,8,2/19,33.87,8.74,23.2,-,-,,
2012,AB Agarkar,Delhi Daredevils,4,4,86,-,134,3,2/27,44.66,9.34,28.6,-,-,,
2012,MA Agarwal,Royal Challengers Bangalore,16,-,0,-,-,-,-,0.00,-,-,-,-,,
2012,AN Ahmed,Mumbai Indians,1,1,12,-,17,-,-,0.00,8.5,-,-,-,,
2012,Anand Rajan,Deccan Chargers,4,4,71,-,109,3,1/11,36.33,9.21,23.6,-,-,,
2012,S Anirudha,Chennai Super Kings,4,-,0,-,-,-,-,0.00,-,-,-,-,,
2012,Ankit Sharma,Deccan Chargers,9,9,145,-,165,4,1/9,41.25,6.82,36.2,-,-,,
2012,KP Appanna,Royal Challengers Bangalore,7,6,102,-,148,6,4/19,24.66,8.7,17,-,-,,
2012,S Aravind,Royal Challengers Bangalore,1,1,18,-,48,-,-,0.00,16,-,-,-,,
2012,KB Arun Karthik,Royal Challengers Bangalore,1,-,0,-,-,-,-,0.00,-,-,-,-,,
2012,A Ashish Reddy,Deccan Chargers,9,9,163,-,237,11,3/25,21.54,8.72,14.8,-,-,,
2012,R Ashwin,Chennai Super Kings,19,18,395,-,431,14,3/23,30.78,6.54,28.2,-,-,,
2012,P Awana,Kings XI Punjab,12,12,282,-,372,17,4/34,21.88,7.91,16.5,-,-,,
2012,Azhar Mahmood,Kings XI Punjab,11,11,256,-,329,14,3/20,23.50,7.71,18.2,-,-,,
2012,S Badrinath,Chennai Super Kings,15,-,0,-,-,-,-,0.00,-,-,-,-,,
2012,L Balaji,Kolkata Knight Riders,8,8,180,1,162,11,4/18,14.72,5.4,16.3,-,-,,
2012,R Bhatia,Kolkata Knight Riders,17,16,319,-,389,13,2/14,29.92,7.31,24.5,-,-,,
2012,RR Bhatkal,Royal Challengers Bangalore,1,1,12,-,35,-,-,0.00,17.5,-,-,-,,
2012,BA Bhatt,Kings XI Punjab,5,5,99,-,136,2,2/24,68.00,8.24,49.5,-,-,,
2012,STR Binny,Rajasthan Royals,8,6,60,-,78,3,1/8,26.00,7.8,20,-,-,,
2012,Bipul Sharma,Kings XI Punjab,5,3,46,-,79,-,-,0.00,10.3,-,-,-,,
2012,MS Bisla,Kolkata Knight Riders,7,-,0,-,-,-,-,0.00,-,-,-,-,,
2012,AC Blizzard,Mumbai Indians,1,-,0,-,-,-,-,0.00,-,-,-,-,,
2012,DE Bollinger,Chennai Super Kings,6,6,108,-,157,8,3/24,19.62,8.72,13.5,-,-,,
2012,J Botha,Rajasthan Royals,11,11,246,-,297,9,2/21,33.00,7.24,27.3,-,-,,
2012,DAJ Bracewell,Delhi Daredevils,1,1,24,-,32,3,3/32,10.66,8,8,-,-,,
2012,DJ Bravo,Chennai Super Kings,19,18,346,-,462,15,2/10,30.80,8.01,23,-,-,,
2012,UBT Chand,Delhi Daredevils,2,-,0,-,-,-,-,0.00,-,-,-,-,,
2012,A Chandila,Rajasthan Royals,4,4,84,-,86,5,4/13,17.20,6.14,16.8,-,-,,
2012,AA Chavan,Rajasthan Royals,8,8,164,-,236,7,2/23,33.71,8.63,23.4,-,-,,
2012,PP Chawla,Kings XI Punjab,16,16,342,1,419,16,3/18,26.18,7.35,21.3,-,-,,
2012,B Chipli,Deccan Chargers,5,-,0,-,-,-,-,0.00,-,-,-,-,,
2012,SD Chitnis,Kings XI Punjab,6,-,0,-,-,-,-,0.00,-,-,-,-,,
2012,DT Christian,Deccan Chargers,7,7,162,-,233,8,2/26,29.12,8.62,20.2,-,-,,
2012,MJ Clarke,Pune Warriors,6,5,66,-,67,2,1/12,33.50,6.09,33,-,-,,
2012,KK Cooper,Rajasthan Royals,6,6,144,1,174,10,4/26,17.40,7.25,14.4,-,-,,
2012,DB Das,Kolkata Knight Riders,15,-,0,-,-,-,-,0.00,-,-,-,-,,
2012,M de Lange,Kolkata Knight Riders,3,3,60,-,107,3,3/34,35.66,10.7,20,-,-,,
2012,AB de Villiers,Royal Challengers Bangalore,16,-,0,-,-,-,-,0.00,-,-,-,-,,
2012,S Dhawan,Deccan Chargers,15,4,36,-,55,3,1/8,18.33,9.16,12,-,-,,
2012,MS Dhoni,Chennai Super Kings,19,-,0,-,-,-,-,0.00,-,-,-,-,,
2012,TM Dilshan,Royal Challengers Bangalore,10,5,42,-,77,-,-,0.00,11,-,-,-,,
2012,AB Dinda,Pune Warriors,7,7,144,1,169,9,4/18,18.77,7.04,16,-,-,,
2012,P Dogra,Kings XI Punjab,3,-,0,-,-,-,-,0.00,-,-,-,-,,
2012,R Dravid,Rajasthan Royals,16,-,0,-,-,-,-,0.00,-,-,-,-,,
2012,JP Duminy,Deccan Chargers,9,6,72,-,104,1,1/8,104.00,8.66,72,-,-,,
2012,F du Plessis,Chennai Super Kings,13,1,6,-,16,-,-,0.00,16,-,-,-,,
2012,JP Faulkner,Kings XI Punjab,2,2,48,-,72,3,2/41,24.00,9,16,-,-,,
2012,CJ Ferguson,Pune Warriors,4,-,0,-,-,-,-,0.00,-,-,-,-,,
2012,AJ Finch,Delhi Daredevils,2,-,0,-,-,-,-,0.00,-,-,-,-,,
2012,JEC Franklin,Mumbai Indians,12,9,90,-,121,6,2/18,20.16,8.06,15,-,-,,
2012,G Gambhir,Kolkata Knight Riders,17,-,0,-,-,-,-,0.00,-,-,-,-,,
2012,SC Ganguly,Pune Warriors,15,4,60,-,95,2,2/27,47.50,9.5,30,-,-,,
2012,CH Gayle,Royal Challengers Bangalore,15,3,28,-,66,-,-,0.00,14.14,-,-,-,,
2012,HH Gibbs,Mumbai Indians,3,-,0,-,-,-,-,0.00,-,-,-,-,,
2012,AC Gilchrist,Kings XI Punjab,7,-,0,-,-,-,-,0.00,-,-,-,-,,
2012,MS Gony,Deccan Chargers,6,6,144,-,207,3,1/26,69.00,8.62,48,-,-,,
2012,SP Goswami,Rajasthan Royals,11,-,0,-,-,-,-,0.00,-,-,-,-,,
2012,Sunny Gupta,Delhi Daredevils,1,1,18,-,47,-,-,0.00,15.66,-,-,-,,
2012,Gurkeerat Singh,Kings XI Punjab,5,-,0,-,-,-,-,0.00,-,-,-,-,,
2012,Harbhajan Singh,Mumbai Indians,17,16,324,1,384,6,2/13,64.00,7.11,54,-,-,,
2012,Harmeet Singh,Kings XI Punjab,7,7,134,-,191,7,3/24,27.28,8.55,19.1,-,-,,
2012,Harpreet Singh,Pune Warriors,1,-,0,-,-,-,-,0.00,-,-,-,-,,
2012,DJ Harris,Deccan Chargers,4,2,18,-,26,-,-,0.00,8.66,-,-,-,,
2012,RJ Harris,Kings XI Punjab,5,5,108,-,130,8,4/34,16.25,7.22,13.5,-,-,,
2012,BW Hilfenhaus,Chennai Super Kings,9,9,204,2,233,14,3/27,16.64,6.85,14.5,-,-,,
2012,BJ Hodge,Rajasthan Royals,12,2,12,-,21,1,1/13,21.00,10.5,12,-,-,,
2012,GB Hogg,Rajasthan Royals,9,9,216,-,253,10,2/31,25.30,7.02,21.6,-,-,,
2012,DJ Hussey,Kings XI Punjab,16,6,54,-,63,3,2/2,21.00,7,18,-,-,,
2012,MEK Hussey,Chennai Super Kings,8,-,0,-,-,-,-,0.00,-,-,-,-,,
2012,Iqbal Abdulla,Kolkata Knight Riders,9,8,132,-,144,4,1/20,36.00,6.54,33,-,-,,
2012,DJ Jacobs,Mumbai Indians,1,-,0,-,-,-,-,0.00,-,-,-,-,,
2012,RA Jadeja,Chennai Super Kings,19,14,210,-,273,12,5/16,22.75,7.8,17.5,1,-,,
2012,IR Jaggi,Deccan Chargers,3,-,0,-,-,-,-,0.00,-,-,-,-,,
2012,SB Jakati,Chennai Super Kings,15,15,246,-,336,9,2/14,37.33,8.19,27.3,-,-,,
2012,DPMD Jayawardene,Delhi Daredevils,16,-,0,-,-,-,-,0.00,-,-,-,-,,
2012,AA Jhunjhunwala,Deccan Chargers,5,3,36,-,38,1,1/13,38.00,6.33,36,-,-,,
2012,M Kaif,Royal Challengers Bangalore,1,-,0,-,-,-,-,0.00,-,-,-,-,,
2012,JH Kallis,Kolkata Knight Riders,17,16,324,-,403,15,2/7,26.86,7.46,21.6,-,-,,
2012,KD Karthik,Mumbai Indians,17,-,0,-,-,-,-,0.00,-,-,-,-,,
2012,M Kartik,Pune Warriors,11,11,216,-,266,4,2/14,66.50,7.38,54,-,-,,
2012,Z Khan,Royal Challengers Bangalore,16,15,360,1,453,17,3/38,26.64,7.55,21.1,-,-,,
2012,V Kohli,Royal Challengers Bangalore,16,2,18,-,49,-,-,0.00,16.33,-,-,-,,
2012,KMDN Kulasekara,Chennai Super Kings,5,4,84,-,94,4,2/10,23.50,6.71,21,-,-,,
2012,DS Kulkarni,Mumbai Indians,2,2,48,1,64,6,3/18,10.66,8,8,-,-,,
2012,B Kumar,Pune Warriors,11,11,234,-,281,8,2/9,35.12,7.2,29.2,-,-,,
2012,P Kumar,Kings XI Punjab,16,16,378,2,434,9,2/15,48.22,6.88,42,-,-,,
2012,B Lee,Kolkata Knight Riders,10,10,228,1,299,7,2/26,42.71,7.86,32.5,-,-,,
2012,RE Levi,Mumbai Indians,6,-,0,-,-,-,-,0.00,-,-,-,-,,
2012,CA Lynn,Deccan Chargers,1,-,0,-,-,-,-,0.00,-,-,-,-,,
2012,BB McCullum,Kolkata Knight Riders,12,-,0,-,-,-,-,0.00,-,-,-,-,,
2012,AB McDonald,Royal Challengers Bangalore,4,3,60,-,61,5,2/25,12.20,6.1,12,-,-,,
2012,CJ McKay,Mumbai Indians,2,2,42,-,60,1,1/36,60.00,8.57,42,-,-,,
2012,VY Mahesh,Chennai Super Kings,5,4,56,-,81,3,2/21,27.00,8.67,18.6,-,-,,
2012,AP Majumdar,Pune Warriors,4,-,0,-,-,-,-,0.00,-,-,-,-,,
2012,SL Malinga,Mumbai Indians,14,14,333,1,350,22,4/16,15.90,6.3,15.1,-,-,,
2012,Mandeep Singh,Kings XI Punjab,16,-,0,-,-,-,-,0.00,-,-,-,-,,
2012,M Manhas,Pune Warriors,10,-,0,-,-,-,-,0.00,-,-,-,-,,
2012,SE Marsh,Kings XI Punjab,13,-,0,-,-,-,-,0.00,-,-,-,-,,
2012,AD Mascarenhas,Kings XI Punjab,4,4,96,-,105,7,5/25,15.00,6.56,13.7,1,-,,
2012,AD Mathews,Pune Warriors,9,9,156,-,192,7,2/17,27.42,7.38,22.2,-,-,,
2012,GJ Maxwell,Delhi Daredevils,2,2,18,-,22,1,1/10,22.00,7.33,18,-,-,,
2012,AL Menaria,Rajasthan Royals,15,3,20,-,23,1,1/3,23.00,6.9,20,-,-,,
2012,DA Miller,Kings XI Punjab,6,-,0,-,-,-,-,0.00,-,-,-,-,,
2012,A Mishra,Deccan Chargers,14,14,282,-,377,13,3/32,29.00,8.02,21.6,-,-,,
2012,MD Mishra,Pune Warriors,1,-,0,-,-,-,-,0.00,-,-,-,-,,
2012,T Mishra,Deccan Chargers,1,-,0,-,-,-,-,0.00,-,-,-,-,,
2012,A Mithun,Royal Challengers Bangalore,1,1,18,-,33,-,-,0.00,11,-,-,-,,
2012,JA Morkel,Chennai Super Kings,16,15,297,-,385,13,3/29,29.61,7.77,22.8,-,-,,
2012,M Morkel,Delhi Daredevils,16,16,378,1,453,25,4/20,18.12,7.19,15.1,-,-,,
2012,M Muralidaran,Royal Challengers Bangalore,10,10,240,-,260,15,3/21,17.33,6.5,16,-,-,,
2012,AG Murtaza,Pune Warriors,1,1,12,-,11,-,-,0.00,5.5,-,-,-,,
2012,S Nadeem,Delhi Daredevils,12,12,270,-,318,8,3/16,39.75,7.06,33.7,-,-,,
2012,Y Nagar,Delhi Daredevils,13,1,6,-,10,-,-,0.00,10,-,-,-,,
2012,SP Narine,Kolkata Knight Riders,15,15,355,1,324,24,5/19,13.50,5.47,14.7,1,-,,
2012,AM Nayar,Kings XI Punjab,4,1,6,-,16,-,-,0.00,16,-,-,-,,
2012,P Negi,Delhi Daredevils,8,6,132,-,152,7,4/18,21.71,6.9,18.8,-,-,,
2012,A Nehra,Pune Warriors,13,13,288,-,402,11,3/23,36.54,8.37,26.1,-,-,,
2012,NV Ojha,Delhi Daredevils,18,-,0,-,-,-,-,0.00,-,-,-,-,,
2012,PP Ojha,Mumbai Indians,9,9,180,-,220,9,2/17,24.44,7.33,20,-,-,,
2012,MK Pandey,Pune Warriors,10,-,0,-,-,-,-,0.00,-,-,-,-,,
2012,Pankaj Singh,Rajasthan Royals,6,6,126,-,170,7,2/18,24.28,8.09,18,-,-,,
2012,P Parameswaran,Royal Challengers Bangalore,3,3,60,-,87,5,3/30,17.40,8.7,12,-,-,,
2012,WD Parnell,Pune Warriors,6,6,126,1,128,5,2/18,25.60,6.09,25.2,-,-,,
2012,HV Patel,Royal Challengers Bangalore,12,11,246,-,340,9,2/24,37.77,8.29,27.3,-,-,,
2012,MM Patel,Mumbai Indians,12,12,280,2,367,15,4/20,24.46,7.86,18.6,-,-,,
2012,PA Patel,Deccan Chargers,14,-,0,-,-,-,-,0.00,-,-,-,-,,
2012,AUK Pathan,Royal Challengers Bangalore,2,1,6,-,14,-,-,0.00,14,-,-,-,,
2012,IK Pathan,Delhi Daredevils,17,17,360,2,465,8,2/46,58.12,7.75,45,-,-,,
2012,YK Pathan,Kolkata Knight Riders,17,12,132,-,182,3,2/12,60.66,8.27,44,-,-,,
2012,NLTC Perera,Mumbai Indians,2,2,15,-,27,-,-,0.00,10.8,-,-,-,,
2012,RJ Peterson,Mumbai Indians,5,4,48,-,70,3,3/37,23.33,8.75,16,-,-,,
2012,KP Pietersen,Delhi Daredevils,8,3,36,-,53,-,-,0.00,8.83,-,-,-,,
2012,KA Pollard,Mumbai Indians,14,14,263,-,350,16,4/44,21.87,7.98,16.4,-,-,,
2012,RR Powar,Kings XI Punjab,1,1,18,-,32,-,-,0.00,10.66,-,-,-,,
2012,V Pratap Singh,Deccan Chargers,9,9,204,-,296,10,2/31,29.60,8.7,20.4,-,-,,
2012,CA Pujara,Royal Challengers Bangalore,3,-,0,-,-,-,-,0.00,-,-,-,-,,
2012,AM Rahane,Rajasthan Royals,16,-,0,-,-,-,-,0.00,-,-,-,-,,
2012,SK Raina,Chennai Super Kings,19,7,84,-,105,2,1/5,52.50,7.5,42,-,-,,
2012,DB Ravi Teja,Deccan Chargers,2,-,0,-,-,-,-,0.00,-,-,-,-,,
2012,AT Rayudu,Mumbai Indians,17,-,0,-,-,-,-,0.00,-,-,-,-,,
2012,PA Reddy,Deccan Chargers,5,-,0,-,-,-,-,0.00,-,-,-,-,,
2012,AD Russell,Delhi Daredevils,4,4,96,-,161,1,1/51,161.00,10.06,96,-,-,,
2012,JD Ryder,Pune Warriors,11,4,42,-,70,1,1/25,70.00,10,42,-,-,,
2012,WP Saha,Chennai Super Kings,4,-,0,-,-,-,-,0.00,-,-,-,-,,
2012,N Saini,Kings XI Punjab,10,-,0,-,-,-,-,0.00,-,-,-,-,,
2012,BB Samantray,Deccan Chargers,1,-,0,-,-,-,-,0.00,-,-,-,-,,
2012,MN Samuels,Pune Warriors,8,8,172,-,216,8,3/39,27.00,7.53,21.5,-,-,,
2012,KC Sangakkara,Deccan Chargers,12,-,0,-,-,-,-,0.00,-,-,-,-,,
2012,PJ Sangwan,Kolkata Knight Riders,1,1,24,-,42,1,1/42,42.00,10.5,24,-,-,,
2012,V Sehwag,Delhi Daredevils,16,3,24,-,45,-,-,0.00,11.25,-,-,-,,
2012,OA Shah,Rajasthan Royals,13,-,0,-,-,-,-,0.00,-,-,-,-,,
2012,Shakib Al Hasan,Kolkata Knight Riders,8,8,180,-,195,12,3/17,16.25,6.5,15,-,-,,
2012,R Sharma,Pune Warriors,11,11,222,-,300,9,2/16,33.33,8.1,24.6,-,-,,
2012,RG Sharma,Mumbai Indians,17,1,6,-,16,-,-,0.00,16,-,-,-,,
2012,LR Shukla,Kolkata Knight Riders,11,2,12,-,12,1,1/5,12.00,6,12,-,-,,
2012,R Shukla,Mumbai Indians,1,1,18,-,31,-,-,0.00,10.33,-,-,-,,
2012,RP Singh,Mumbai Indians,11,11,246,-,318,10,3/28,31.80,7.75,24.6,-,-,,
2012,A Singh,Rajasthan Royals,9,9,197,-,310,10,2/29,31.00,9.44,19.7,-,-,,
2012,DR Smith,Mumbai Indians,7,6,78,-,95,2,1/8,47.50,7.3,39,-,-,,
2012,SPD Smith,Pune Warriors,15,1,2,-,5,-,-,0.00,15,-,-,-,,
2012,DW Steyn,Deccan Chargers,12,12,280,2,285,18,3/8,15.83,6.1,15.5,-,-,,
2012,TP Sudhindra,Deccan Chargers,3,3,70,-,136,1,1/46,136.00,11.65,70,-,-,,
2012,TL Suman,Mumbai Indians,2,-,0,-,-,-,-,0.00,-,-,-,-,,
2012,J Syed Mohammad,Royal Challengers Bangalore,2,2,42,-,65,-,-,0.00,9.28,-,-,-,,
2012,SW Tait,Rajasthan Royals,6,6,137,-,151,6,3/13,25.16,6.61,22.8,-,-,,
2012,LRPL Taylor,Delhi Daredevils,12,-,0,-,-,-,-,0.00,-,-,-,-,,
2012,RN ten Doeschate,Kolkata Knight Riders,3,1,18,-,24,1,1/24,24.00,8,18,-,-,,
2012,SR Tendulkar,Mumbai Indians,13,-,0,-,-,-,-,0.00,-,-,-,-,,
2012,J Theron,Deccan Chargers,2,2,48,-,66,2,2/37,33.00,8.25,24,-,-,,
2012,AC Thomas,Pune Warriors,4,4,84,-,109,3,3/22,36.33,7.78,28,-,-,,
2012,MK Tiwary,Kolkata Knight Riders,16,-,0,-,-,-,-,0.00,-,-,-,-,,
2012,SS Tiwary,Royal Challengers Bangalore,15,-,0,-,-,-,-,0.00,-,-,-,-,,
2012,SK Trivedi,Rajasthan Royals,14,14,312,1,380,13,4/25,29.23,7.3,24,-,-,,
2012,JD Unadkat,Kolkata Knight Riders,1,1,18,-,32,-,-,0.00,10.66,-,-,-,,
2012,K Upadhyay,Pune Warriors,1,1,24,-,33,-,-,0.00,8.25,-,-,-,,
2012,RV Uthappa,Pune Warriors,16,-,0,-,-,-,-,0.00,-,-,-,-,,
